NATIONAL_FLIGHT_ID,FLIGHT_EVENT_DATE,FLIGHT_FIX_LATITUDE_DEG,FLIGHT_FIX_LONGITUDE_DEG,FLIGHT_FIX_ALTITUDE_ESTAB_FT
127023406,18-01-26 00:20:43,45.52646304,-75.53643736,761
127023406,18-01-26 00:20:38,45.52671829,-75.53494582,761
127023406,18-01-26 00:20:33,45.52723522,-75.53345196,761
127023406,18-01-26 00:20:28,45.52722873,-75.53196269,851
127023406,18-01-26 00:20:47,45.52620616,-75.53755658,670
127025163,18-01-26 00:21:29,45.32382019,-75.64799132,397
127025163,18-01-26 00:21:36,45.32382019,-75.64799132,397
127025163,18-01-26 00:21:39,45.32174273,-75.65282664,397
127023406,18-01-26 00:22:09,45.52288271,-75.55620063,397
127023406,18-01-26 00:22:14,45.52288271,-75.55620063,397
127023406,18-01-26 00:22:19,45.52288271,-75.55620063,397
127024815,18-01-26 00:21:36,45.52388086,-75.5517779,397
127024815,18-01-26 00:21:40,45.52341372,-75.55329471,397
127024815,18-01-26 00:21:45,45.5234401,-75.55403434,397
127024815,18-01-26 00:21:50,45.52294656,-75.55481149,397
127023406,18-01-26 00:21:26,45.52415857,-75.54837144,488
127023406,18-01-26 00:21:21,45.52467726,-75.54725008,579
127023406,18-01-26 00:21:16,45.52493266,-75.54575863,579
127023406,18-01-26 00:21:31,45.52416483,-75.54986062,488
127023406,18-01-26 00:21:36,45.52390781,-75.55097973,397
127023406,18-01-26 00:21:40,45.52391248,-75.55209662,397
127024815,18-01-26 00:21:26,45.52406162,-75.54954022,488
127024815,18-01-26 00:21:21,45.52426875,-75.54804216,579
127024815,18-01-26 00:21:16,45.52448908,-75.54691391,579
127024815,18-01-26 00:21:31,45.52384127,-75.55066845,488
127023788,18-01-26 00:21:20,45.46221641,-75.62844625,306
127023788,18-01-26 00:21:26,45.46221641,-75.62844625,306
127023788,18-01-26 00:21:14,45.46221641,-75.62844625,306
127023788,18-01-26 00:21:21,45.46218221,-75.62885196,306
127023788,18-01-26 00:21:27,45.46218221,-75.62885196,306
127024815,18-01-26 00:21:02,45.52511031,-75.54241964,670
127024815,18-01-26 00:21:07,45.52491648,-75.54428756,579
127024815,18-01-26 00:21:11,45.52495613,-75.54539702,579
127024815,18-01-26 00:20:52,45.52579757,-75.5397744,670
127024815,18-01-26 00:20:57,45.52559054,-75.54127253,670
127025163,18-01-26 00:21:39,45.32177694,-75.65202168,397
127025163,18-01-26 00:21:36,45.32370262,-75.6474532,397
127025163,18-01-26 00:21:44,45.32059256,-75.65542964,397
127025163,18-01-26 00:21:49,45.31888807,-75.65887383,397
127025163,18-01-26 00:21:54,45.3169491,-75.66307303,488
127024815,18-01-26 00:22:19,45.52298611,-75.55592093,397
127024815,18-01-26 00:20:42,45.52596484,-75.53716679,761
127024815,18-01-26 00:20:38,45.52644502,-75.53601962,761
127024815,18-01-26 00:20:33,45.52665197,-75.53452145,761
127024815,18-01-26 00:20:28,45.52713212,-75.53337424,851
127024815,18-01-26 00:20:47,45.52603105,-75.53901592,670
127025163,18-01-26 00:21:49,45.32044526,-75.65617305,397
127025163,18-01-26 00:21:59,45.31680573,-75.66361369,670
127025163,18-01-26 00:21:54,45.31862555,-75.65989349,488
127025163,18-01-26 00:21:44,45.32044526,-75.65617305,397
127025163,18-01-26 00:22:03,45.31498692,-75.66770447,851
127025163,18-01-26 00:22:03,45.3133179,-75.67108396,851
127025163,18-01-26 00:21:59,45.31525717,-75.66688529,670
127024815,18-01-26 00:20:09,45.52821964,-75.52736253,851
127024815,18-01-26 00:20:13,45.52776609,-75.52924947,851
127024815,18-01-26 00:20:18,45.52728598,-75.53039672,851
127024815,18-01-26 00:20:23,45.52706582,-75.53152509,851
